7.888571262359619141e+00,7.928571224212646484e+00,7.962857246398925781e+00,7.599999904632568359e+00,7.662857055664062500e+00,7.488571643829345703e+00,7.634285926818847656e+00,7.485714435577392578e+00,7.592857360839843750e+00,7.692857265472412109e+00,7.635714054107666016e+00,7.446428775787353516e+00,7.346428394317626953e+00,7.557142734527587891e+00,7.485714435577392578e+00,7.414285659790039062e+00,7.435714244842529297e+00,7.599999904632568359e+00,7.342857360839843750e+00,7.557142734527587891e+00,7.485714435577392578e+00,7.342857360839843750e+00,7.224999904632568359e+00,8.548387527465820312e+00,7.667741775512695312e+00,8.277419090270996094e+00,8.148386955261230469e+00,8.364516258239746094e+00,8.164516448974609375e+00,8.206451416015625000e+00,8.051612854003906250e+00,7.767742156982421875e+00,7.335294246673583984e+00,7.305882453918457031e+00,8.612000465393066406e+00,7.315999984741210938e+00,8.390476226806640625e+00,7.318181991577148438e+00,7.527272701263427734e+00,7.418181896209716797e+00,7.372727394104003906e+00,7.780952453613281250e+00,7.842857360839843750e+00,7.690476417541503906e+00,7.395237922668457031e+00,7.495238304138183594e+00,7.680952548980712891e+00,7.833333492279052734e+00,7.581818103790283203e+00,6.807499885559082031e+00,6.940000057220458984e+00,7.210000038146972656e+00,7.110000133514404297e+00,7.474999904632568359e+00,7.407499790191650391e+00,7.486046314239501953e+00,7.204651355743408203e+00,6.762790679931640625e+00,6.844185829162597656e+00,7.347058773040771484e+00,7.435294151306152344e+00,7.535294055938720703e+00,6.976666450500488281e+00,6.383720874786376953e+00,6.365116119384765625e+00,6.073333263397216797e+00,6.773333549499511719e+00,6.190000057220458984e+00,6.076666831970214844e+00,5.776666641235351562e+00,5.920930385589599609e+00,6.904651165008544922e+00
7.957142829895019531e+00,7.571428775787353516e+00,7.542857170104980469e+00,7.385714054107666016e+00,7.542857170104980469e+00,8.071428298950195312e+00,7.400000095367431641e+00,8.000000000000000000e+00,7.699999809265136719e+00,7.675555706024169922e+00,7.824444293975830078e+00,7.624444484710693359e+00,7.835555553436279297e+00,7.959459304809570312e+00,7.970270156860351562e+00,8.100000381469726562e+00,7.811110973358154297e+00,8.370270729064941406e+00,8.229729652404785156e+00,8.418918609619140625e+00,8.178378105163574219e+00,8.408107757568359375e+00,7.237777709960937500e+00,9.276000022888183594e+00,7.900000095367431641e+00,9.064000129699707031e+00,8.876000404357910156e+00,8.623999595642089844e+00,8.776000022888183594e+00,8.260000228881835938e+00,8.048000335693359375e+00,8.000000000000000000e+00,7.941860675811767578e+00,7.893023490905761719e+00,7.495833396911621094e+00,7.316666603088378906e+00,8.503571510314941406e+00,7.716216087341308594e+00,7.886486530303955078e+00,7.686486721038818359e+00,7.729729652404785156e+00,8.264286041259765625e+00,7.967857360839843750e+00,7.996428489685058594e+00,7.724999904632568359e+00,7.760714054107666016e+00,8.196428298950195312e+00,7.910714149475097656e+00,7.943243026733398438e+00,7.442857265472412109e+00,7.585714340209960938e+00,8.199999809265136719e+00,8.271428108215332031e+00,8.528571128845214844e+00,8.042857170104980469e+00,7.500000000000000000e+00,7.000000000000000000e+00,6.900000095367431641e+00,7.000000000000000000e+00,7.993023395538330078e+00,7.797674655914306641e+00,7.897674560546875000e+00,7.692307472229003906e+00,6.599999904632568359e+00,6.800000190734863281e+00,6.734615325927734375e+00,7.607692241668701172e+00,7.238461494445800781e+00,6.792307853698730469e+00,6.550000190734863281e+00,6.000000000000000000e+00,7.000000000000000000e+00
7.253846168518066406e+00,7.461538314819335938e+00,6.123076915740966797e+00,7.099999904632568359e+00,6.892307758331298828e+00,7.438461303710937500e+00,7.092307567596435547e+00,7.963636398315429688e+00,7.699999809265136719e+00,7.791304111480712891e+00,7.995652198791503906e+00,7.795652389526367188e+00,8.386956214904785156e+00,7.990909099578857422e+00,7.818181991577148438e+00,8.109090805053710938e+00,8.239130020141601562e+00,8.209091186523437500e+00,8.254545211791992188e+00,8.581818580627441406e+00,8.500000000000000000e+00,8.745454788208007812e+00,7.391304492950439453e+00,7.692857265472412109e+00,7.632143020629882812e+00,7.135714054107666016e+00,7.114285945892333984e+00,7.796428680419921875e+00,6.746428489685058594e+00,8.021428108215332031e+00,7.732142925262451172e+00,7.375000000000000000e+00,8.149999618530273438e+00,8.079999923706054688e+00,6.663636207580566406e+00,6.870454311370849609e+00,9.079999923706054688e+00,7.650000095367431641e+00,7.599999904632568359e+00,7.550000190734863281e+00,7.599999904632568359e+00,7.920000076293945312e+00,8.199999809265136719e+00,7.719999790191650391e+00,7.659999847412109375e+00,7.679999828338623047e+00,8.340000152587890625e+00,7.780000209808349609e+00,7.650000095367431641e+00,7.691304206848144531e+00,7.839130401611328125e+00,8.547825813293457031e+00,8.760869979858398438e+00,8.978260993957519531e+00,8.308695793151855469e+00,8.000000000000000000e+00,7.900000095367431641e+00,7.699999809265136719e+00,7.800000190734863281e+00,8.119999885559082031e+00,7.900000095367431641e+00,7.969999790191650391e+00,7.900000095367431641e+00,6.699999809265136719e+00,7.500000000000000000e+00,6.750000000000000000e+00,7.750000000000000000e+00,7.512499809265136719e+00,7.037499904632568359e+00,6.875000000000000000e+00,6.300000190734863281e+00,7.500000000000000000e+00
9.091489791870117188e+00,8.274468421936035156e+00,7.082978725433349609e+00,8.482978820800781250e+00,4.210638523101806641e+00,7.563829898834228516e+00,5.187233924865722656e+00,7.314815044403076172e+00,7.390697479248046875e+00,7.337209224700927734e+00,7.790697574615478516e+00,7.281395435333251953e+00,7.993023395538330078e+00,6.859259128570556641e+00,6.959259033203125000e+00,7.711111068725585938e+00,7.925581455230712891e+00,7.218518733978271484e+00,7.474073886871337891e+00,7.481481552124023438e+00,7.214814662933349609e+00,7.159259319305419922e+00,6.981395244598388672e+00,7.131578922271728516e+00,6.789473533630371094e+00,6.826315879821777344e+00,6.752631664276123047e+00,6.963158130645751953e+00,6.426315784454345703e+00,6.673684120178222656e+00,6.889473915100097656e+00,6.489473819732666016e+00,6.994736671447753906e+00,7.173684120178222656e+00,6.199999809265136719e+00,6.544000148773193359e+00,7.026470661163330078e+00,6.921052455902099609e+00,6.821052551269531250e+00,6.857894897460937500e+00,6.857894897460937500e+00,7.232352733612060547e+00,6.708823680877685547e+00,6.591176509857177734e+00,6.785294055938720703e+00,6.811764717102050781e+00,6.976470470428466797e+00,6.849999904632568359e+00,6.857894897460937500e+00,6.699999809265136719e+00,6.663157939910888672e+00,6.463158130645751953e+00,6.452631473541259766e+00,6.815789699554443359e+00,7.147368431091308594e+00,7.368518352508544922e+00,7.096296310424804688e+00,7.068518638610839844e+00,6.938889026641845703e+00,7.163157939910888672e+00,7.184210300445556641e+00,7.273684024810791016e+00,6.792105197906494141e+00,6.240740776062011719e+00,6.696296215057373047e+00,5.392105102539062500e+00,6.336842060089111328e+00,5.926315784454345703e+00,5.826315879821777344e+00,5.892105102539062500e+00,6.012962818145751953e+00,6.581481456756591797e+00
9.382143020629882812e+00,7.646428585052490234e+00,6.625000000000000000e+00,8.699999809265136719e+00,2.392857074737548828e+00,6.750000000000000000e+00,3.817857027053833008e+00,6.248836994171142578e+00,7.511764526367187500e+00,6.694117546081542969e+00,7.576470375061035156e+00,6.570588111877441406e+00,6.570588111877441406e+00,5.953488349914550781e+00,6.151162624359130859e+00,6.381395339965820312e+00,6.670588016510009766e+00,6.318604469299316406e+00,6.413953304290771484e+00,6.753488540649414062e+00,5.953488349914550781e+00,6.513953685760498047e+00,5.917646884918212891e+00,7.068965435028076172e+00,6.362069129943847656e+00,6.937931060791015625e+00,6.768965721130371094e+00,6.699999809265136719e+00,6.537930965423583984e+00,5.717241287231445312e+00,6.186206817626953125e+00,6.268965721130371094e+00,6.619999885559082031e+00,6.820000171661376953e+00,6.199999809265136719e+00,6.096969604492187500e+00,5.949999809265136719e+00,6.833333492279052734e+00,6.800000190734863281e+00,6.599999904632568359e+00,6.466666698455810547e+00,6.349999904632568359e+00,5.650000095367431641e+00,5.625000000000000000e+00,5.925000190734863281e+00,6.150000095367431641e+00,6.275000095367431641e+00,5.050000190734863281e+00,6.800000190734863281e+00,6.125000000000000000e+00,6.125000000000000000e+00,6.007143020629882812e+00,5.942857265472412109e+00,6.342857360839843750e+00,6.507143020629882812e+00,6.503333568572998047e+00,6.360000133514404297e+00,6.296666622161865234e+00,6.090000152587890625e+00,6.726666450500488281e+00,6.820000171661376953e+00,6.920000076293945312e+00,5.928571224212646484e+00,5.736666679382324219e+00,6.030000209808349609e+00,4.751428604125976562e+00,5.577142715454101562e+00,5.114285945892333984e+00,5.274285793304443359e+00,5.251428604125976562e+00,5.800000190734863281e+00,5.736666679382324219e+00
6.037499904632568359e+00,5.487500190734863281e+00,4.425000190734863281e+00,8.149999618530273438e+00,3.625000000000000000e+00,4.275000095367431641e+00,4.812500000000000000e+00,4.880952358245849609e+00,9.168749809265136719e+00,7.018750190734863281e+00,8.100000381469726562e+00,6.937500000000000000e+00,4.137499809265136719e+00,4.247619152069091797e+00,4.580952167510986328e+00,5.061904907226562500e+00,4.518750190734863281e+00,4.699999809265136719e+00,5.247619152069091797e+00,4.990476131439208984e+00,4.314285755157470703e+00,5.271428585052490234e+00,4.599999904632568359e+00,6.405262947082519531e+00,5.952631473541259766e+00,6.594737052917480469e+00,6.278947353363037109e+00,6.410526275634765625e+00,5.615789413452148438e+00,5.673684120178222656e+00,5.421052455902099609e+00,6.126315593719482422e+00,4.243750095367431641e+00,4.171875000000000000e+00,5.647500038146972656e+00,5.502500057220458984e+00,4.699999809265136719e+00,5.441463470458984375e+00,5.104877948760986328e+00,5.085365772247314453e+00,5.390244007110595703e+00,4.300000190734863281e+00,3.957142829895019531e+00,4.628571510314941406e+00,5.014285564422607422e+00,4.542857170104980469e+00,5.428571224212646484e+00,2.885714292526245117e+00,5.329268455505371094e+00,4.050000190734863281e+00,5.442857265472412109e+00,4.135714054107666016e+00,4.035714149475097656e+00,7.500000000000000000e+00,6.214285850524902344e+00,4.360000133514404297e+00,5.260000228881835938e+00,4.500000000000000000e+00,4.519999980926513672e+00,4.162499904632568359e+00,4.262499809265136719e+00,4.543749809265136719e+00,4.207142829895019531e+00,4.480000019073486328e+00,4.679999828338623047e+00,3.278571367263793945e+00,4.364285945892333984e+00,3.835714340209960938e+00,4.692857265472412109e+00,3.585714340209960938e+00,4.920000076293945312e+00,4.519999980926513672e+00
6.207142829895019531e+00,6.335714340209960938e+00,6.550000190734863281e+00,9.257143020629882812e+00,4.928571224212646484e+00,4.435714244842529297e+00,3.571428537368774414e+00,4.599999904632568359e+00,5.484848499298095703e+00,5.478787899017333984e+00,6.851515293121337891e+00,6.584848403930664062e+00,3.321212053298950195e+00,4.150000095367431641e+00,4.300000190734863281e+00,4.300000190734863281e+00,4.869697093963623047e+00,4.199999809265136719e+00,4.800000190734863281e+00,4.300000190734863281e+00,3.950000047683715820e+00,4.050000190734863281e+00,4.806060791015625000e+00,6.219999790191650391e+00,4.300000190734863281e+00,6.500000000000000000e+00,6.059999942779541016e+00,6.599999904632568359e+00,5.179999828338623047e+00,5.039999961853027344e+00,3.640000104904174805e+00,5.519999980926513672e+00,3.162069082260131836e+00,3.713793039321899414e+00,5.188235282897949219e+00,4.729411602020263672e+00,6.132558345794677734e+00,4.094285488128662109e+00,3.562857151031494141e+00,3.660000085830688477e+00,3.502857208251953125e+00,3.334883689880371094e+00,4.244185924530029297e+00,3.593023300170898438e+00,3.932558059692382812e+00,3.574418544769287109e+00,5.179069995880126953e+00,3.506976842880249023e+00,3.962857246398925781e+00,3.180000066757202148e+00,4.440000057220458984e+00,3.519999980926513672e+00,3.180000066757202148e+00,5.440000057220458984e+00,3.960000038146972656e+00,3.099999904632568359e+00,4.534782409667968750e+00,3.260869503021240234e+00,3.278260946273803711e+00,3.620689630508422852e+00,3.627586126327514648e+00,4.206896781921386719e+00,3.242857217788696289e+00,3.556521654129028320e+00,3.469565153121948242e+00,1.707142829895019531e+00,2.917857170104980469e+00,2.049999952316284180e+00,2.871428489685058594e+00,1.639285683631896973e+00,3.991304397583007812e+00,3.891304254531860352e+00
6.594117641448974609e+00,4.870588302612304688e+00,5.470588207244873047e+00,6.282352924346923828e+00,4.341176509857177734e+00,4.976470470428466797e+00,1.917647004127502441e+00,4.119047641754150391e+00,6.714285850524902344e+00,5.614285945892333984e+00,7.757143020629882812e+00,6.635714054107666016e+00,3.150000095367431641e+00,3.790476083755493164e+00,4.104762077331542969e+00,4.423809528350830078e+00,3.971428632736206055e+00,3.795238018035888672e+00,4.376190662384033203e+00,4.604762077331542969e+00,3.214285612106323242e+00,4.052381038665771484e+00,4.785714149475097656e+00,5.521428585052490234e+00,2.342857122421264648e+00,6.264285564422607422e+00,5.264285564422607422e+00,5.842857360839843750e+00,4.742856979370117188e+00,3.221428632736206055e+00,1.885714292526245117e+00,4.514285564422607422e+00,7.000000000000000000e+00,3.400000095367431641e+00,4.822222232818603516e+00,4.277777671813964844e+00,5.360000133514404297e+00,3.814285755157470703e+00,3.528571367263793945e+00,3.400000095367431641e+00,2.057142972946166992e+00,2.980000019073486328e+00,3.839999914169311523e+00,2.880000114440917969e+00,2.900000095367431641e+00,3.180000066757202148e+00,3.980000019073486328e+00,3.299999952316284180e+00,3.700000047683715820e+00,3.615384578704833984e+00,4.692307472229003906e+00,4.199999809265136719e+00,3.492307662963867188e+00,5.515384674072265625e+00,4.938461303710937500e+00,3.153571367263793945e+00,4.760714054107666016e+00,3.242857217788696289e+00,3.421428680419921875e+00,3.599999904632568359e+00,4.300000190734863281e+00,3.599999904632568359e+00,3.558974266052246094e+00,3.735714197158813477e+00,4.125000000000000000e+00,3.394871711730957031e+00,3.589743614196777344e+00,3.335897445678710938e+00,3.776923179626464844e+00,3.223076820373535156e+00,4.492856979370117188e+00,4.403571605682373047e+00
6.730000019073486328e+00,3.230000019073486328e+00,2.660000085830688477e+00,5.460000038146972656e+00,3.029999971389770508e+00,2.160000085830688477e+00,5.799999833106994629e-01,4.392307758331298828e+00,9.214285850524902344e+00,4.414285659790039062e+00,8.785714149475097656e+00,7.342857360839843750e+00,4.699999809265136719e+00,4.449999809265136719e+00,4.588461399078369141e+00,5.242307662963867188e+00,4.328571319580078125e+00,4.384615421295166016e+00,5.176923274993896484e+00,5.669230937957763672e+00,4.553846359252929688e+00,4.961538314819335938e+00,4.528571605682373047e+00,4.333333492279052734e+00,3.700000047683715820e+00,5.300000190734863281e+00,4.033333301544189453e+00,4.300000190734863281e+00,3.633333444595336914e+00,3.133333444595336914e+00,3.500000000000000000e+00,4.266666889190673828e+00,6.051020622253417969e+00,4.855102062225341797e+00,4.427586078643798828e+00,4.386207103729248047e+00,4.645454406738281250e+00,4.780952453613281250e+00,5.147619247436523438e+00,4.790476322174072266e+00,4.957142829895019531e+00,3.918181896209716797e+00,3.563636302947998047e+00,3.745454549789428711e+00,3.618181705474853516e+00,3.936363697052001953e+00,4.118181705474853516e+00,3.463636398315429688e+00,3.804761886596679688e+00,3.314285755157470703e+00,4.009523868560791016e+00,3.557142972946166992e+00,3.342857122421264648e+00,4.680952548980712891e+00,4.528571605682373047e+00,4.023529529571533203e+00,3.952941179275512695e+00,3.847058773040771484e+00,3.917647123336791992e+00,4.928571224212646484e+00,5.122448921203613281e+00,4.802041053771972656e+00,4.699999809265136719e+00,3.552941083908081055e+00,3.817646980285644531e+00,3.957142829895019531e+00,4.757143020629882812e+00,4.400000095367431641e+00,4.414285659790039062e+00,4.042857170104980469e+00,3.670588254928588867e+00,3.988235235214233398e+00
6.542857170104980469e+00,5.735714435577392578e+00,3.492857217788696289e+00,6.171428680419921875e+00,4.571428775787353516e+00,2.764285802841186523e+00,2.200000047683715820e+00,5.877272605895996094e+00,6.027272701263427734e+00,5.945454597473144531e+00,5.836363792419433594e+00,5.909090995788574219e+00,5.981818199157714844e+00,5.949999809265136719e+00,5.936363697052001953e+00,5.877272605895996094e+00,5.836363792419433594e+00,5.595454692840576172e+00,5.759090900421142578e+00,6.095454692840576172e+00,6.072727203369140625e+00,5.231818199157714844e+00,5.490909099578857422e+00,6.457142829895019531e+00,5.185714244842529297e+00,5.785714149475097656e+00,5.557142734527587891e+00,6.328571319580078125e+00,5.185714244842529297e+00,5.000000000000000000e+00,5.385714054107666016e+00,5.257143020629882812e+00,5.757143020629882812e+00,5.785714149475097656e+00,5.212500095367431641e+00,5.293749809265136719e+00,6.628571510314941406e+00,5.971428394317626953e+00,6.052381038665771484e+00,6.076190471649169922e+00,6.290476322174072266e+00,5.371428489685058594e+00,5.242856979370117188e+00,5.428571224212646484e+00,5.542857170104980469e+00,5.257143020629882812e+00,6.300000190734863281e+00,5.400000095367431641e+00,4.947618961334228516e+00,4.433333396911621094e+00,4.755555629730224609e+00,4.588889122009277344e+00,4.644444465637207031e+00,4.966666698455810547e+00,4.433333396911621094e+00,5.295652389526367188e+00,5.013043403625488281e+00,4.836956501007080078e+00,4.913043498992919922e+00,5.699999809265136719e+00,5.771428585052490234e+00,5.842857360839843750e+00,5.627999782562255859e+00,4.571739196777343750e+00,4.854347705841064453e+00,4.251999855041503906e+00,5.452000141143798828e+00,5.039999961853027344e+00,4.940000057220458984e+00,4.627999782562255859e+00,4.336956501007080078e+00,4.947825908660888672e+00
