date,11th_Street_Congestion_Index,11th_Street_Congestion_Length,11th_Street_average_speed,Eight_Ke_line_Congestion_Index,Eight_Ke_line_Congestion_Length,Eight_Ke_line_average_speed,Binsheng_Road_Congestion_Index,Binsheng_Road_Congestion_Length,Binsheng_Road_average_speed
2024/1/23 10:05,1.095,0,32.792,1.131,0.00,30.555,1.321,0.20,24.410
2024/1/23 10:10,1.102,0,32.592,1.120,0.00,30.851,1.264,0.23,25.503
2024/1/23 10:15,1.089,0,32.958,1.128,0.00,30.640,1.257,0.22,25.651
2024/1/23 10:20,1.086,0,33.052,1.132,0.00,30.537,1.196,0.10,26.963
2024/1/23 10:25,1.092,0,32.885,1.130,0.00,30.573,1.162,0.04,27.732
2024/1/23 10:30,1.09,0,32.934,1.135,0.00,30.435,1.236,0.20,26.086
2024/1/23 10:35,1.105,0,32.491,1.125,0.00,30.702,1.249,0.20,25.803
2024/1/23 10:40,1.103,0,32.568,1.121,0.00,30.817,1.200,0.12,26.866
2024/1/23 10:45,1.082,0,33.186,1.119,0.00,30.888,1.111,0.00,29.010
2024/1/23 10:50,1.083,0,33.144,1.122,0.00,30.792,1.121,0.00,28.763
2024/1/23 10:55,1.078,0,33.31,1.124,0.00,30.732,1.116,0.00,28.877
2024/1/23 11:00,1.078,0,33.303,1.127,0.00,30.650,1.120,0.00,28.777
2024/1/23 11:05,1.066,0,33.69,1.139,0.00,30.346,1.125,0.00,28.664
2024/1/23 11:10,1.129,0,31.797,1.139,0.01,30.350,1.096,0.00,29.399
2024/1/23 11:15,1.095,0,32.791,1.154,0.00,29.931,1.097,0.00,29.373
2024/1/23 11:20,1.114,0,32.224,1.131,0.00,30.544,1.130,0.00,28.523
2024/1/23 11:25,1.091,0,32.911,1.122,0.00,30.788,1.099,0.00,29.343
2024/1/23 11:30,1.081,0,33.204,1.133,0.00,30.503,1.091,0.00,29.542
2024/1/23 11:35,1.087,0,33.023,1.123,0.00,30.779,1.098,0.00,29.351
2024/1/23 11:40,1.084,0,33.118,1.124,0.00,30.753,1.101,0.00,29.275
2024/1/23 11:45,1.072,0,33.502,1.131,0.00,30.547,1.090,0.00,29.576
2024/1/23 11:50,1.076,0,33.377,1.135,0.00,30.454,1.115,0.00,28.912
2024/1/23 11:55,1.076,0,33.362,1.128,0.00,30.632,1.113,0.00,28.955
2024/1/23 12:00,1.117,0,32.149,1.130,0.00,30.576,1.121,0.00,28.753
2024/1/23 12:05,1.106,0,32.459,1.135,0.00,30.440,1.121,0.00,28.747
2024/1/23 12:10,1.11,0,32.361,1.132,0.00,30.524,1.128,0.00,28.577
2024/1/23 12:15,1.092,0,32.874,1.140,0.00,30.312,1.105,0.00,29.170
2024/1/23 12:20,1.12,0,32.068,1.133,0.00,30.498,1.113,0.00,28.958
2024/1/23 12:25,1.117,0,32.132,1.128,0.00,30.626,1.127,0.00,28.616
2024/1/23 12:30,1.097,0,32.745,1.127,0.00,30.657,1.110,0.00,29.046
2024/1/23 12:35,1.101,0,32.619,1.134,0.00,30.466,1.099,0.00,29.339
2024/1/23 12:40,1.122,0,32,1.122,0.00,30.800,1.101,0.00,29.281
2024/1/23 12:45,1.105,0,32.509,1.136,0.00,30.426,1.118,0.00,28.833
2024/1/23 12:50,1.103,0,32.552,1.143,0.00,30.229,1.123,0.00,28.705
2024/1/23 12:55,1.109,0,32.379,1.139,0.00,30.349,1.108,0.00,29.105
2024/1/23 13:00,1.114,0,32.237,1.132,0.00,30.536,1.127,0.00,28.616
2024/1/23 13:05,1.101,0,32.601,1.132,0.00,30.524,1.119,0.00,28.807
2024/1/23 13:10,1.093,0,32.85,1.131,0.00,30.554,1.126,0.00,28.638
2024/1/23 13:15,1.098,0,32.707,1.138,0.00,30.375,1.131,0.00,28.509
2024/1/23 13:20,1.094,0,32.809,1.132,0.00,30.536,1.124,0.00,28.682
2024/1/23 13:25,1.092,0,32.873,1.139,0.00,30.334,1.104,0.00,29.198
2024/1/23 13:30,1.084,0,33.124,1.125,0.00,30.713,1.129,0.00,28.565
2024/1/23 13:35,1.08,0,33.253,1.122,0.00,30.808,1.132,0.00,28.476
2024/1/23 13:40,1.082,0,33.172,1.139,0.00,30.333,1.118,0.00,28.825
2024/1/23 13:45,1.089,0,32.975,1.121,0.00,30.817,1.094,0.00,29.464
2024/1/23 13:50,1.131,0,31.748,1.125,0.00,30.707,1.121,0.00,28.765
2024/1/23 13:55,1.123,0,31.972,1.134,0.00,30.466,1.126,0.00,28.622
2024/1/23 14:00,1.114,0,32.236,1.123,0.00,30.772,1.103,0.00,29.225
2024/1/23 14:05,1.085,0,33.081,1.131,0.00,30.557,1.117,0.00,28.851
2024/1/23 14:10,1.08,0,33.262,1.130,0.00,30.576,1.113,0.00,28.954
2024/1/23 14:15,1.089,0,32.978,1.133,0.00,30.487,1.117,0.00,28.858
2024/1/23 14:20,1.083,0,33.169,1.133,0.00,30.485,1.123,0.00,28.707
2024/1/23 14:25,1.088,0,33,1.129,0.00,30.600,1.122,0.00,28.730
2024/1/23 14:30,1.076,0,33.365,1.143,0.00,30.218,1.129,0.03,28.557
2024/1/23 14:35,1.072,0,33.509,1.145,0.00,30.167,1.115,0.00,28.908
2024/1/23 14:40,1.081,0,33.208,1.140,0.00,30.304,1.118,0.00,28.846
2024/1/23 14:45,1.098,0,32.71,1.123,0.00,30.774,1.086,0.00,29.671
2024/1/23 14:50,1.096,0,32.774,1.125,0.00,30.707,1.105,0.00,29.162
2024/1/23 14:55,1.087,0,33.041,1.125,0.00,30.721,1.107,0.00,29.120
2024/1/23 15:00,1.123,0,31.982,1.121,0.00,30.823,1.112,0.01,28.982
2024/1/23 15:05,1.12,0,32.058,1.124,0.00,30.739,1.113,0.00,28.954
2024/1/23 15:10,1.124,0,31.937,1.128,0.00,30.644,1.131,0.00,28.511
2024/1/23 15:15,1.099,0,32.672,1.123,0.00,30.765,1.111,0.00,29.022
2024/1/23 15:20,1.09,0,32.937,1.115,0.00,30.983,1.142,0.00,28.216
2024/1/23 15:25,1.107,0,32.431,1.122,0.00,30.794,1.131,0.00,28.507
2024/1/23 15:30,1.089,0,32.969,1.126,0.00,30.680,1.119,0.00,28.796
2024/1/23 15:35,1.089,0,32.986,1.130,0.00,30.572,1.128,0.00,28.582
2024/1/23 15:40,1.095,0,32.802,1.122,0.00,30.804,1.136,0.00,28.370
2024/1/23 15:45,1.086,0,33.057,1.134,0.00,30.472,1.242,0.17,25.959
2024/1/23 15:50,1.101,0,32.606,1.136,0.00,30.427,1.173,0.07,27.492
2024/1/23 15:55,1.113,0,32.27,1.135,0.00,30.454,1.129,0.00,28.544
2024/1/23 16:00,1.099,0,32.684,1.121,0.00,30.829,1.140,0.00,28.275
2024/1/23 16:05,1.095,0,32.794,1.110,0.00,31.126,1.122,0.00,28.724
2024/1/23 16:10,1.086,0,33.048,1.138,0.00,30.368,1.121,0.00,28.766
2024/1/23 16:15,1.101,0,32.617,1.138,0.00,30.366,1.134,0.01,28.432
2024/1/23 16:20,1.117,0,32.139,1.133,0.00,30.487,1.148,0.00,28.072
2024/1/23 16:25,1.102,0,32.585,1.132,0.00,30.528,1.157,0.00,27.861
2024/1/23 16:30,1.098,0,32.712,1.146,0.00,30.139,1.187,0.08,27.149
2024/1/23 16:35,1.113,0,32.257,1.140,0.00,30.317,1.231,0.22,26.186
2024/1/23 16:40,1.106,0,32.469,1.151,0.00,30.023,1.132,0.00,28.469
2024/1/23 16:45,1.104,0,32.535,1.159,0.00,29.821,1.117,0.00,28.858
2024/1/23 16:50,1.096,0,32.774,1.128,0.00,30.638,1.120,0.00,28.775
2024/1/23 16:55,1.099,0,32.68,1.119,0.00,30.871,1.142,0.00,28.229
2024/1/23 17:00,1.114,0,32.219,1.122,0.00,30.784,1.167,0.00,27.612
2024/1/23 17:05,1.126,0,31.895,1.141,0.00,30.288,1.133,0.00,28.448
2024/1/23 17:10,1.13,0,31.771,1.131,0.00,30.551,1.129,0.00,28.558
2024/1/23 17:15,1.122,0,31.989,1.250,0.08,27.649,1.126,0.00,28.629
2024/1/23 17:20,1.095,0,32.789,1.371,0.30,25.209,1.144,0.00,28.188
2024/1/23 17:25,1.088,0,33.009,1.469,0.30,23.527,1.130,0.00,28.517
2024/1/23 17:30,1.101,0,32.619,1.296,0.13,26.671,1.141,0.00,28.256
2024/1/23 17:35,1.102,0,32.585,1.161,0.00,29.769,1.119,0.00,28.808
2024/1/23 17:40,1.14,0,31.506,1.133,0.00,30.485,1.139,0.00,28.305
2024/1/23 17:45,1.095,0,32.798,1.266,0.12,27.304,1.128,0.00,28.566
2024/1/23 17:50,1.1,0,32.635,1.138,0.02,30.368,1.123,0.00,28.693
2024/1/23 17:55,1.104,0,32.517,1.131,0.00,30.557,1.129,0.00,28.541
2024/1/23 18:00,1.104,0,32.538,1.126,0.00,30.691,1.131,0.00,28.500
2024/1/23 18:05,1.09,0,32.93,1.118,0.00,30.893,1.125,0.00,28.648
2024/1/23 18:10,1.106,0,32.455,1.118,0.00,30.918,1.136,0.00,28.364
2024/1/23 18:15,1.108,0,32.413,1.138,0.00,30.359,1.138,0.00,28.320
2024/1/23 18:20,1.112,0,32.303,1.142,0.00,30.257,1.137,0.00,28.348
2024/1/23 18:25,1.102,0,32.574,1.131,0.00,30.547,1.113,0.00,28.961
2024/1/23 18:30,1.124,0,31.949,1.124,0.00,30.734,1.127,0.00,28.594
2024/1/23 18:35,1.109,0,32.392,1.128,0.00,30.645,1.139,0.00,28.305
2024/1/23 18:40,1.07,0,33.573,1.134,0.00,30.484,1.138,0.00,28.334
2024/1/23 18:45,1.089,0,32.978,1.135,0.00,30.455,1.148,0.00,28.080
2024/1/23 18:50,1.111,0,32.311,1.126,0.00,30.689,1.129,0.00,28.547
2024/1/23 18:55,1.109,0,32.365,1.118,0.00,30.894,1.119,0.00,28.811
2024/1/23 19:00,1.099,0,32.66,1.122,0.01,30.808,1.125,0.00,28.650
2024/1/23 19:05,1.092,0,32.889,1.125,0.01,30.715,1.148,0.06,28.092
2024/1/23 19:10,1.086,0,33.051,1.130,0.00,30.583,1.129,0.00,28.552
2024/1/23 19:15,1.109,0,32.373,1.115,0.00,30.988,1.120,0.00,28.793
2024/1/23 19:20,1.124,0,31.947,1.133,0.00,30.510,1.112,0.00,28.998
2024/1/23 19:25,1.106,0,32.46,1.154,0.00,29.933,1.124,0.00,28.668
2024/1/23 19:30,1.104,0,32.534,1.141,0.00,30.291,1.124,0.00,28.671
2024/1/23 19:35,1.099,0,32.687,1.095,0.00,31.542,1.124,0.00,28.692
2024/1/23 19:40,1.101,0,32.618,1.091,0.00,31.667,1.121,0.00,28.768
2024/1/23 19:45,1.096,0,32.764,1.107,0.00,31.211,1.122,0.00,28.730
2024/1/23 19:50,1.112,0,32.293,1.122,0.00,30.798,1.118,0.00,28.837
2024/1/23 19:55,1.097,0,32.746,1.116,0.00,30.966,1.120,0.00,28.772
2024/1/23 20:00,1.099,0,32.665,1.105,0.00,31.277,1.127,0.00,28.606
2024/1/23 20:05,1.089,0,32.962,1.108,0.00,31.173,1.124,0.00,28.685
2024/1/23 20:10,1.094,0,32.812,1.115,0.00,30.980,1.114,0.01,28.927
2024/1/23 20:15,1.089,0,32.984,1.106,0.00,31.242,1.103,0.00,29.235
2024/1/23 20:20,1.084,0,33.131,1.114,0.00,31.014,1.117,0.00,28.851
2024/1/23 20:25,1.087,0,33.025,1.102,0.00,31.365,1.110,0.00,29.034
2024/1/23 20:30,1.098,0,32.697,1.092,0.00,31.651,1.119,0.00,28.796
2024/1/23 20:35,1.091,0,32.917,1.081,0.02,31.959,1.125,0.00,28.659
2024/1/23 20:40,1.082,0,33.181,1.085,0.00,31.854,1.130,0.00,28.516
2024/1/23 20:45,1.082,0,33.196,1.099,0.00,31.428,1.130,0.00,28.539
2024/1/23 20:50,1.06,0,33.89,1.098,0.00,31.459,1.133,0.00,28.446
2024/1/23 20:55,1.059,0,33.899,1.086,0.00,31.823,1.128,0.00,28.583
2024/1/23 21:00,1.073,0,33.473,1.127,0.00,30.659,1.106,0.00,29.148
2024/1/23 21:05,1.063,0,33.769,1.140,0.00,30.305,1.111,0.00,29.011
2024/1/23 21:10,1.068,0,33.629,1.134,0.00,30.458,1.105,0.00,29.162
2024/1/23 21:15,1.073,0,33.477,1.123,0.00,30.761,1.099,0.00,29.336
2024/1/23 21:20,1.06,0,33.859,1.115,0.00,30.999,1.111,0.00,29.009
2024/1/23 21:25,1.083,0,33.145,1.111,0.00,31.111,1.114,0.00,28.942
2024/1/23 21:30,1.081,0,33.207,1.101,0.00,31.396,1.132,0.00,28.477
2024/1/23 21:35,1.079,0,33.293,1.109,0.00,31.154,1.101,0.00,29.272
2024/1/23 21:40,1.093,0,32.855,1.119,0.00,30.878,1.092,0.00,29.510
2024/1/23 21:45,1.082,0,33.178,1.097,0.00,31.497,1.090,0.00,29.577
2024/1/23 21:50,1.074,0,33.427,1.105,0.00,31.279,1.096,0.00,29.406
2024/1/23 21:55,1.085,0,33.092,1.105,0.00,31.278,1.101,0.00,29.289
2024/1/23 22:00,1.084,0,33.12,1.097,0.00,31.491,1.101,0.00,29.267
2024/1/23 22:05,1.085,0,33.104,1.092,0.05,31.628,1.097,0.00,29.381
2024/1/23 22:10,1.071,0,33.53,1.101,0.00,31.389,1.103,0.00,29.221
2024/1/23 22:15,1.104,0,32.535,1.118,0.00,30.898,1.098,0.00,29.365
2024/1/23 22:20,1.098,0,32.703,1.106,0.00,31.245,1.099,0.00,29.323
2024/1/23 22:25,1.082,0,33.193,1.100,0.00,31.426,1.094,0.00,29.476
2024/1/23 22:30,1.077,0,33.338,1.107,0.00,31.224,1.094,0.00,29.463
2024/1/23 22:35,1.035,0,34.709,1.113,0.00,31.047,1.079,0.00,29.870
2024/1/23 22:40,1.038,0,34.58,1.095,0.00,31.554,1.099,0.00,29.327
2024/1/23 22:45,1.037,0,34.631,1.068,0.00,32.340,1.095,0.00,29.431
2024/1/23 22:50,1.039,0,34.57,1.093,0.00,31.613,1.079,0.00,29.884
2024/1/23 22:55,1.048,0,34.253,1.108,0.00,31.190,1.067,0.00,30.206
2024/1/24 0:00,1.041,0,34.49,1.088,0.00,31.767,1.096,0.00,29.413
2024/1/24 0:05,1.047,0,34.297,1.090,0.00,31.696,1.087,0.00,29.667
2024/1/24 0:10,1.023,0,35.088,1.095,0.00,31.543,1.090,0.00,29.575
2024/1/24 0:15,1.032,0,34.809,1.105,0.00,31.273,1.095,0.00,29.440
2024/1/24 0:20,1.075,0,33.409,1.114,0.00,31.031,1.084,0.00,29.731
2024/1/24 0:25,1.064,0,33.762,1.111,0.00,31.102,1.089,0.00,29.611
2024/1/24 0:30,1.089,0,32.986,1.084,0.00,31.866,1.091,0.00,29.543
2024/1/24 0:35,1.11,0,32.345,1.073,0.00,32.208,1.062,0.00,30.353
2024/1/24 0:40,1.098,0,32.697,1.111,0.00,31.113,1.083,0.00,29.770
2024/1/24 0:45,1.045,0,34.362,1.090,0.00,31.688,1.079,0.00,29.876
2024/1/24 0:50,1.039,0,34.555,1.024,0.00,33.735,1.083,0.00,29.761
2024/1/24 0:55,1.03,0,34.875,1.064,0.02,32.478,1.078,0.00,29.894
2024/1/24 1:00,1.037,0,34.621,1.127,0.00,30.650,1.070,0.00,30.123
2024/1/24 1:05,1.045,0,34.355,1.148,0.00,30.108,1.068,0.00,30.188
2024/1/24 1:10,1.016,0,35.355,1.107,0.00,31.209,1.050,0.00,30.705
2024/1/24 1:15,1.027,0,34.947,1.081,0.00,31.975,1.048,0.00,30.752
2024/1/24 1:20,1.031,0,34.812,1.081,0.00,31.973,1.053,0.00,30.628
2024/1/24 1:25,1.027,0,34.954,1.097,0.00,31.511,1.048,0.00,30.765
2024/1/24 1:30,1.017,0,35.311,1.085,0.00,31.833,1.044,0.00,30.874
2024/1/24 1:35,1.035,0,34.685,1.115,0.00,30.991,1.044,0.00,30.886
2024/1/24 1:40,1.05,0,34.196,1.132,0.00,30.537,1.040,0.00,31.002
2024/1/24 1:45,1.028,0,34.925,1.103,0.00,31.334,1.063,0.00,30.329
2024/1/24 1:50,1.024,0,35.055,1.060,0.00,32.597,1.075,0.00,29.993
2024/1/24 1:55,1.018,0,35.282,1.061,0.00,32.567,1.060,0.00,30.415
2024/1/24 2:00,1.008,0,35.618,1.044,0.00,33.089,1.044,0.00,30.887
2024/1/24 2:05,1.008,0,35.635,1.083,0.00,31.907,1.044,0.00,30.891
2024/1/24 2:10,1.007,0,35.65,1.116,0.00,30.962,1.047,0.00,30.799
2024/1/24 2:15,1.02,0,35.214,1.075,0.00,32.129,1.048,0.00,30.756
2024/1/24 2:20,1.058,0,33.924,1.079,0.00,32.023,1.043,0.00,30.898
2024/1/24 2:25,1.079,0,33.275,1.063,0.00,32.502,1.043,0.00,30.904
2024/1/24 2:30,1.064,0,33.76,1.035,0.00,33.397,1.048,0.00,30.769
2024/1/24 2:35,1.028,0,34.921,1.010,0.00,34.215,1.045,0.00,30.836
2024/1/24 2:40,1.049,0,34.236,1.044,0.00,33.107,1.053,0.00,30.618
2024/1/24 2:45,1.047,0,34.286,1.072,0.00,32.234,1.056,0.00,30.530
2024/1/24 2:50,1.018,0,35.284,1.107,0.00,31.215,1.073,0.00,30.053
2024/1/24 2:55,1.041,0,34.49,1.105,0.00,31.259,1.063,0.00,30.314
2024/1/24 3:00,1.054,0,34.061,1.107,0.00,31.201,1.038,0.00,31.067
2024/1/24 3:05,1.028,0,34.932,1.112,0.00,31.060,1.045,0.00,30.835
2024/1/24 3:10,1.023,0,35.108,1.076,0.00,32.106,1.038,0.00,31.055
2024/1/24 3:15,1.036,0,34.664,1.042,0.00,33.154,1.041,0.00,30.955
2024/1/24 3:20,1.046,0,34.318,1.036,0.00,33.339,1.045,0.00,30.840
2024/1/24 3:25,1.06,0,33.872,1.051,0.00,32.877,1.043,0.00,30.906
2024/1/24 3:30,1.082,0,33.181,1.052,0.00,32.832,1.041,0.00,30.974
2024/1/24 3:35,1.075,0,33.399,1.045,0.00,33.077,1.032,0.00,31.245
2024/1/24 3:40,1.05,0,34.197,1.038,0.00,33.290,1.022,0.00,31.536
2024/1/24 3:45,1.04,0,34.528,1.057,0.00,32.690,1.042,0.00,30.947
2024/1/24 3:50,1.064,0,33.732,1.054,0.00,32.788,1.053,0.00,30.627
2024/1/24 3:55,1.066,0,33.695,1.074,0.00,32.170,1.064,0.01,30.300
2024/1/24 4:00,1.066,0,33.697,1.101,0.00,31.389,1.074,0.00,30.012
2024/1/24 4:05,1.058,0,33.942,1.105,0.00,31.265,1.054,0.00,30.592
2024/1/24 4:10,1.071,0,33.535,1.083,0.00,31.916,1.074,0.00,30.017
2024/1/24 4:15,1.052,0,34.13,1.059,0.00,32.626,1.060,0.00,30.405
2024/1/24 4:20,1.033,0,34.761,1.059,0.00,32.639,1.041,0.00,30.952
2024/1/24 4:25,1.062,0,33.809,1.072,0.00,32.233,1.040,0.00,31.009
2024/1/24 4:30,1.058,0,33.948,1.084,0.00,31.891,1.050,0.00,30.714
2024/1/24 4:35,1.036,0,34.646,1.064,0.00,32.467,1.045,0.00,30.839
2024/1/24 4:40,1.056,0,34.015,1.046,0.00,33.044,1.050,0.00,30.709
2024/1/24 4:45,1.037,0,34.619,1.058,0.00,32.674,1.035,0.00,31.133
2024/1/24 4:50,1.005,0,35.735,1.069,0.00,32.331,1.064,0.00,30.310
2024/1/24 4:55,1.009,0,35.603,1.056,0.00,32.724,1.057,0.00,30.507
2024/1/24 5:00,1.018,0,35.281,1.074,0.00,32.182,1.034,0.00,31.174
2024/1/24 5:05,1.013,0,35.45,1.104,0.00,31.308,1.029,0.00,31.325
2024/1/24 5:10,1,0,36.093,1.089,0.00,31.730,1.027,0.00,31.387
2024/1/24 5:15,1,0,36.027,1.134,0.00,30.467,1.033,0.00,31.217
2024/1/24 5:20,1.024,0,35.067,1.087,0.00,31.802,1.039,0.00,31.037
2024/1/24 5:25,1.02,0,35.198,1.073,0.00,32.212,1.045,0.00,30.837
2024/1/24 5:30,1.08,0,33.237,1.106,0.00,31.256,1.054,0.00,30.596
2024/1/24 5:35,1.095,0,32.782,1.130,0.00,30.590,1.055,0.00,30.548
2024/1/24 5:40,1.061,0,33.84,1.134,0.00,30.463,1.069,0.00,30.148
2024/1/24 5:45,1.012,0,35.487,1.154,0.03,29.950,1.083,0.00,29.756
2024/1/24 5:50,1.055,0,34.041,1.125,0.00,30.710,1.078,0.00,29.908
2024/1/24 5:55,1.067,0,33.656,1.117,0.00,30.934,1.073,0.00,30.044
2024/1/24 6:00,1.12,0,32.067,1.091,0.00,31.669,1.076,0.00,29.949
2024/1/24 6:05,1.071,0,33.536,1.125,0.01,30.711,1.085,0.00,29.709
2024/1/24 6:10,1.076,0,33.379,1.168,0.00,29.596,1.065,0.00,30.259
2024/1/24 6:15,1.103,0,32.555,1.184,0.00,29.178,1.075,0.00,29.997
2024/1/24 6:20,1.095,0,32.777,1.149,0.01,30.072,1.101,0.00,29.290
2024/1/24 6:25,1.079,0,33.286,1.109,0.00,31.171,1.117,0.00,28.863
2024/1/24 6:30,1.129,0,31.806,1.124,0.00,30.753,1.114,0.00,28.934
2024/1/24 6:35,1.107,0,32.434,1.146,0.00,30.157,1.113,0.00,28.969
2024/1/24 6:40,1.098,0,32.711,1.157,0.00,29.876,1.075,0.00,29.994
2024/1/24 6:45,1.14,0,31.491,1.154,0.00,29.954,1.092,0.00,29.530
2024/1/24 6:50,1.083,0,33.153,1.127,0.00,30.652,1.088,0.03,29.617
2024/1/24 6:55,1.067,0,33.647,1.124,0.00,30.733,1.100,0.03,29.310
2024/1/24 7:00,1.074,0,33.447,1.126,0.00,30.699,1.116,0.00,28.889
2024/1/24 7:05,1.096,0,32.754,1.128,0.00,30.635,1.094,0.00,29.458
2024/1/24 7:10,1.103,0,32.554,1.128,0.00,30.632,1.105,0.00,29.172
2024/1/24 7:15,1.1,0,32.643,1.129,0.00,30.611,1.127,0.03,28.602
2024/1/24 7:20,1.081,0,33.231,1.131,0.00,30.562,1.102,0.02,29.247
2024/1/24 7:25,1.11,0,32.362,1.127,0.00,30.661,1.104,0.00,29.187
2024/1/24 7:30,1.105,0,32.496,1.124,0.00,30.733,1.090,0.00,29.583
2024/1/24 7:35,1.085,0,33.103,1.120,0.00,30.846,1.107,0.00,29.131
2024/1/24 7:40,1.095,0,32.787,1.126,0.00,30.693,1.105,0.00,29.169
2024/1/24 7:45,1.108,0,32.404,1.128,0.00,30.645,1.128,0.03,28.574
2024/1/24 7:50,1.095,0,32.797,1.133,0.00,30.504,1.112,0.00,28.980
2024/1/24 7:55,1.091,0,32.906,1.127,0.00,30.665,1.153,0.04,27.958
2024/1/24 8:00,1.093,0,32.838,1.123,0.00,30.767,1.208,0.13,26.685
2024/1/24 8:05,1.086,0,33.078,1.124,0.00,30.746,1.207,0.14,26.699
2024/1/24 8:10,1.091,0,32.907,1.122,0.00,30.793,1.151,0.04,28.002
2024/1/24 8:15,1.096,0,32.747,1.142,0.00,30.260,1.127,0.00,28.611
2024/1/24 8:20,1.098,0,32.706,1.151,0.00,30.026,1.125,0.00,28.655
2024/1/24 8:25,1.11,0,32.36,1.127,0.00,30.668,1.141,0.00,28.256
2024/1/24 8:30,1.096,0,32.753,1.136,0.00,30.417,1.111,0.00,29.009
2024/1/24 8:35,1.098,0,32.696,1.117,0.00,30.939,1.099,0.00,29.340
2024/1/24 8:40,1.105,0,32.507,1.109,0.00,31.167,1.096,0.00,29.410
2024/1/24 8:45,1.091,0,32.916,1.124,0.00,30.750,1.119,0.02,28.803
2024/1/24 8:50,1.09,0,32.947,1.121,0.00,30.820,1.157,0.17,27.867
2024/1/24 8:55,1.083,0,33.166,1.105,0.00,31.283,1.121,0.08,28.768
2024/1/24 9:00,1.07,0,33.548,1.142,0.00,30.255,1.102,0.00,29.250
2024/1/24 9:05,1.085,0,33.1,1.133,0.00,30.503,1.126,0.00,28.618
2024/1/24 9:10,1.094,0,32.827,1.134,0.00,30.458,1.089,0.00,29.591
2024/1/24 9:15,1.08,0,33.244,1.135,0.00,30.454,1.106,0.00,29.150
2024/1/24 9:20,1.097,0,32.747,1.133,0.00,30.503,1.099,0.00,29.341
2024/1/24 9:25,1.09,0,32.942,1.128,0.00,30.623,1.088,0.00,29.628
2024/1/24 9:30,1.083,0,33.15,1.120,0.00,30.863,1.113,0.00,28.959
2024/1/24 9:35,1.075,0,33.407,1.119,0.00,30.890,1.269,0.20,25.402
2024/1/24 9:40,1.086,0,33.051,1.128,0.00,30.640,1.259,0.20,25.597
2024/1/24 9:45,1.065,0,33.714,1.134,0.00,30.481,1.267,0.20,25.440
2024/1/24 9:50,1.058,0,33.934,1.129,0.00,30.596,1.164,0.05,27.688
2024/1/24 9:55,1.115,0,32.197,1.124,0.00,30.750,1.223,0.15,26.366
2024/1/24 10:00,1.092,0,32.885,1.123,0.00,30.779,1.166,0.05,27.645
2024/1/24 10:05,1.079,0,33.286,1.126,0.00,30.700,1.144,0.00,28.174
2024/1/24 10:10,1.089,0,32.967,1.217,0.06,28.393,1.114,0.00,28.932
2024/1/24 10:15,1.092,0,32.872,1.123,0.00,30.761,1.111,0.00,29.019
2024/1/24 10:20,1.101,0,32.623,1.129,0.00,30.612,1.116,0.00,28.878
2024/1/24 10:25,1.086,0,33.071,1.138,0.00,30.369,1.235,0.14,26.102
2024/1/24 10:30,1.096,0,32.758,1.128,0.00,30.645,1.253,0.14,25.727
2024/1/24 10:35,1.085,0,33.088,1.126,0.00,30.680,1.128,0.00,28.584
2024/1/24 10:40,1.084,0,33.133,1.131,0.00,30.560,1.131,0.00,28.498
2024/1/24 10:45,1.094,0,32.812,1.125,0.00,30.720,1.101,0.00,29.287
2024/1/24 10:50,1.099,0,32.68,1.115,0.00,30.997,1.123,0.00,28.699
2024/1/24 10:55,1.087,0,33.042,1.131,0.00,30.543,1.117,0.00,28.852
2024/1/24 11:00,1.063,0,33.787,1.125,0.00,30.711,1.110,0.00,29.033
2024/1/24 11:05,1.083,0,33.14,1.131,0.00,30.548,1.126,0.00,28.626
2024/1/24 11:10,1.102,0,32.57,1.130,0.00,30.579,1.121,0.00,28.761
2024/1/24 11:15,1.114,0,32.244,1.122,0.00,30.792,1.123,0.00,28.696
2024/1/24 11:20,1.1,0,32.635,1.120,0.00,30.862,1.115,0.00,28.898
2024/1/24 11:25,1.077,0,33.354,1.116,0.00,30.960,1.106,0.00,29.142
2024/1/24 11:30,1.096,0,32.756,1.140,0.00,30.304,1.085,0.00,29.705
2024/1/24 11:35,1.109,0,32.369,1.130,0.00,30.567,1.093,0.00,29.506
2024/1/24 11:40,1.111,0,32.328,1.126,0.00,30.695,1.098,0.00,29.353
2024/1/24 11:45,1.101,0,32.612,1.124,0.00,30.742,1.117,0.00,28.861
2024/1/24 11:50,1.113,0,32.268,1.130,0.00,30.580,1.107,0.00,29.115
2024/1/24 11:55,1.108,0,32.417,1.135,0.00,30.455,1.105,0.00,29.175
2024/1/24 12:00,1.109,0,32.372,1.132,0.00,30.512,1.127,0.00,28.595
2024/1/24 12:05,1.103,0,32.566,1.127,0.00,30.665,1.115,0.00,28.904
2024/1/24 12:10,1.117,0,32.132,1.121,0.00,30.821,1.120,0.00,28.771
2024/1/24 12:15,1.118,0,32.104,1.122,0.00,30.798,1.128,0.00,28.583
2024/1/24 12:20,1.135,0,31.642,1.129,0.00,30.617,1.118,0.00,28.835
2024/1/24 12:25,1.078,0,33.304,1.136,0.00,30.421,1.097,0.00,29.396
2024/1/24 12:30,1.096,0,32.767,1.115,0.00,30.983,1.104,0.00,29.191
2024/1/24 12:35,1.103,0,32.559,1.119,0.00,30.882,1.106,0.00,29.149
2024/1/24 12:40,1.113,0,32.271,1.117,0.00,30.943,1.116,0.00,28.885
